7zip	23.01+dfsg-11
libpam-runtime	1.5.3-5ubuntu5.5
libpam-systemd:amd64	255.4-1ubuntu8.14
libpam0g:amd64	1.5.3-5ubuntu5.5
libpango-1.0-0:amd64	1.52.1+ds-1build1
libpangocairo-1.0-0:amd64	1.52.1+ds-1build1
libpangoft2-1.0-0:amd64	1.52.1+ds-1build1
libpangomm-1.4-1v5:amd64	2.46.4-1build3
libpangoxft-1.0-0:amd64	1.52.1+ds-1build1
libpaper-utils	1.1.29build1
libpaper1:amd64	1.1.29build1
libparted-fs-resize0t64:amd64	3.6-4build1
libparted2t64:amd64	3.6-4build1
libpcap0.8t64:amd64	1.10.4-4.1ubuntu3
libpcaudio0:amd64	1.2-2build3
libpci3:amd64	1:3.10.0-2build1
libpciaccess0:amd64	0.17-3ubuntu0.24.04.2
libpcre2-16-0:amd64	10.42-4ubuntu2.1
libpcre2-32-0:amd64	10.42-4ubuntu2.1
libpcre2-8-0:amd64	10.42-4ubuntu2.1
libpcsclite1:amd64	2.0.3-1build1
libpeas-1.0-0:amd64	1.36.0-3build4
libpeas-common	1.36.0-3build4
libperl5.38t64:amd64	5.38.2-3.2ubuntu0.2
libperlio-gzip-perl	0.20-1build4
libpgm-5.3-0t64:amd64	5.3.128~dfsg-2.1build1
libphonenumber8:amd64	8.12.57+ds-4.2build3
libpipeline1:amd64	1.5.7-2
libpipewire-0.3-0t64:amd64	1.0.5-1ubuntu3.2
libpipewire-0.3-modules:amd64	1.0.5-1ubuntu3.2
libpixman-1-0:amd64	0.42.2-1build1
libpkcs11-helper1t64:amd64	1.29.0-2.1build2
libpkgconf3:amd64	1.8.1-2build1
libplacebo338:amd64	6.338.2-2build1
libplist-2.0-4:amd64	2.3.0-1~exp2build2
libplymouth5:amd64	24.004.60-1ubuntu7.1
libpng16-16t64:amd64	1.6.43-5ubuntu0.5
libpocketsphinx3:amd64	0.8.0+real5prealpha+1-15ubuntu5
libpolkit-agent-1-0:amd64	124-2ubuntu1.24.04.2
libpolkit-gobject-1-0:amd64	124-2ubuntu1.24.04.2
libpolkit-qt5-1-1:amd64	0.200.0-1build4
libpoppler-cpp0t64:amd64	24.02.0-1ubuntu9.8
libpoppler-glib8t64:amd64	24.02.0-1ubuntu9.8
libpoppler134:amd64	24.02.0-1ubuntu9.8
libpopt0:amd64	1.19+dfsg-1build1
libportal-gtk4-1:amd64	0.7.1-5build5
libportal1:amd64	0.7.1-5build5
libportaudio2:amd64	19.6.0-1.2build3
libpostproc57:amd64	7:6.1.1-3ubuntu5
libppd2-common	2:2.0.0-0ubuntu4.1
libppd2:amd64	2:2.0.0-0ubuntu4.1
libproc2-0:amd64	2:4.0.4-4ubuntu3.2
libprotobuf-c1:amd64	1.4.1-1ubuntu4
libprotobuf32t64:amd64	3.21.12-8.2ubuntu0.3
libproxy1-plugin-gsettings:amd64	0.5.4-4build1
libproxy1-plugin-networkmanager:amd64	0.5.4-4build1
libproxy1v5:amd64	0.5.4-4build1
libpsl5t64:amd64	0.21.2-1.1build1
libpthread-stubs0-dev:amd64	0.4-1build3
libpulse-mainloop-glib0:amd64	1:16.1+dfsg1-2ubuntu10.1
libpulse0:amd64	1:16.1+dfsg1-2ubuntu10.1
libpwquality-common	1.4.5-3build1
libpwquality1:amd64	1.4.5-3build1
libpython3-dev:amd64	3.12.3-0ubuntu2.1
libpython3-stdlib:amd64	3.12.3-0ubuntu2.1
libpython3.12-dev:amd64	3.12.3-1ubuntu0.12
libpython3.12-minimal:amd64	3.12.3-1ubuntu0.12
libpython3.12-stdlib:amd64	3.12.3-1ubuntu0.12
libpython3.12t64:amd64	3.12.3-1ubuntu0.12
libqca-qt5-2-plugins:amd64	2.3.8-1build3
libqca-qt5-2:amd64	2.3.8-1build3
libqmi-glib5:amd64	1.35.2-0ubuntu2
libqmi-proxy	1.35.2-0ubuntu2
libqpdf29t64:amd64	11.9.0-1.1ubuntu0.1
libqrencode4:amd64	4.1.1-1build2
libqrtr-glib0:amd64	1.2.2-1ubuntu4
libqt5core5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5dbus5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5gui5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5network5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5printsupport5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5qml5:amd64	5.15.13+dfsg-1ubuntu0.1
libqt5qmlmodels5:amd64	5.15.13+dfsg-1ubuntu0.1
libqt5quick5:amd64	5.15.13+dfsg-1ubuntu0.1
libqt5svg5:amd64	5.15.13-1
libqt5texttospeech5:amd64	5.15.13-1
libqt5waylandclient5:amd64	5.15.13-1
libqt5waylandcompositor5:amd64	5.15.13-1
libqt5widgets5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt5x11extras5:amd64	5.15.13-1
libqt5xml5t64:amd64	5.15.13+dfsg-1ubuntu1
libqt6concurrent6t64:amd64	6.4.2+dfsg-21.1build5
libqt6core6t64:amd64	6.4.2+dfsg-21.1build5
libqt6dbus6t64:amd64	6.4.2+dfsg-21.1build5
libqt6gui6t64:amd64	6.4.2+dfsg-21.1build5
libqt6network6t64:amd64	6.4.2+dfsg-21.1build5
libqt6opengl6t64:amd64	6.4.2+dfsg-21.1build5
libqt6openglwidgets6t64:amd64	6.4.2+dfsg-21.1build5
libqt6printsupport6t64:amd64	6.4.2+dfsg-21.1build5
libqt6qml6:amd64	6.4.2+dfsg-4build3
libqt6qmlmodels6:amd64	6.4.2+dfsg-4build3
libqt6quick6:amd64	6.4.2+dfsg-4build3
libqt6sql6-sqlite:amd64	6.4.2+dfsg-21.1build5
libqt6sql6t64:amd64	6.4.2+dfsg-21.1build5
libqt6test6t64:amd64	6.4.2+dfsg-21.1build5
libqt6waylandclient6:amd64	6.4.2-5build3
libqt6waylandcompositor6:amd64	6.4.2-5build3
libqt6waylandeglclienthwintegration6:amd64	6.4.2-5build3
libqt6waylandeglcompositorhwintegration6:amd64	6.4.2-5build3
libqt6widgets6t64:amd64	6.4.2+dfsg-21.1build5
libqt6wlshellintegration6:amd64	6.4.2-5build3
libqt6xml6t64:amd64	6.4.2+dfsg-21.1build5
libquadmath0:amd64	14.2.0-4ubuntu2~24.04.1
librabbitmq4:amd64	0.11.0-1build2
libraptor2-0:amd64	2.0.16-3ubuntu0.1
libraqm0:amd64	0.10.1-1build1
librasqal3t64:amd64	0.9.33-2.1build1
librav1e0:amd64	0.7.1-2
libraw1394-11:amd64	2.1.2-2build3
libraw23t64:amd64	0.21.2-2.1ubuntu0.24.04.1
librdf0t64:amd64	1.0.17-3.1ubuntu3
libre2-10:amd64	20230301-3build1
libreadline8t64:amd64	8.2-4build1
libreiserfscore0t64	1:3.6.27-7.1build1
libreoffice-base-core	4:24.2.7-0ubuntu0.24.04.4
libreoffice-calc	4:24.2.7-0ubuntu0.24.04.4
libreoffice-common	4:24.2.7-0ubuntu0.24.04.4
libreoffice-core	4:24.2.7-0ubuntu0.24.04.4
libreoffice-draw	4:24.2.7-0ubuntu0.24.04.4
libreoffice-gnome	4:24.2.7-0ubuntu0.24.04.4
libreoffice-gtk3	4:24.2.7-0ubuntu0.24.04.4
libreoffice-help-common	4:24.2.7-0ubuntu0.24.04.4
libreoffice-help-en-us	4:24.2.7-0ubuntu0.24.04.4
libreoffice-impress	4:24.2.7-0ubuntu0.24.04.4
libreoffice-style-colibre	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-calc	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-common	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-draw	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-impress	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-writer	4:24.2.7-0ubuntu0.24.04.4
libreoffice-writer	4:24.2.7-0ubuntu0.24.04.4
librest-1.0-0:amd64	0.9.1-6build3
librevenge-0.0-0:amd64	0.0.5-3build1
librhash0:amd64	1.4.3-3build1
librhythmbox-core10:amd64	3.4.7-2ubuntu6
librist4:amd64	0.2.10+dfsg-2
libroc0.3:amd64	0.3.0+dfsg-7ubuntu2
librsvg2-2:amd64	2.58.0+dfsg-1build1
librsvg2-common:amd64	2.58.0+dfsg-1build1
librtmp1:amd64	2.4+20151223.gitfa8646d.1-2build7
librubberband2:amd64	3.3.0+dfsg-2build1
libsamplerate0:amd64	0.2.2-4build1
libsane-common	1.2.1-7build4
libsane-hpaio:amd64	3.23.12+dfsg0-0ubuntu5
libsane1:amd64	1.2.1-7build4
libsasl2-2:amd64	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db:amd64	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules:amd64	2.1.28+dfsg1-5ubuntu3.1
libsbc1:amd64	2.0-1build1
libsdl2-2.0-0:amd64	2.30.0+dfsg-1ubuntu3.1
libseccomp2:amd64	2.5.5-1ubuntu3.1
libsecret-1-0:amd64	0.21.4-1build3
libsecret-common	0.21.4-1build3
libselinux1:amd64	3.5-2ubuntu2.1
libsemanage-common	3.5-1build5
libsemanage2:amd64	3.5-1build5
libsensors-config	1:3.6.0-9build1
libsensors5:amd64	1:3.6.0-9build1
libsepol2:amd64	3.5-2build1
libserd-0-0:amd64	0.32.2-1
libsframe1:amd64	2.42-4ubuntu2.10
libsgutils2-1.46-2:amd64	1.46-3ubuntu4
libsharpyuv-dev:amd64	1.3.2-0.4build3
libsharpyuv0:amd64	1.3.2-0.4build3
libshine3:amd64	3.1.1-2build1
libshout3:amd64	2.4.6-1build2
libsidplay1v5:amd64	1.36.60-1build1
libsigc++-2.0-0v5:amd64	2.12.1-2
libsixel1:amd64	1.10.3-3build1
libslang2:amd64	2.3.3-3build2
libslirp0:amd64	4.7.0-1ubuntu3
libsm6:amd64	2:1.2.3-1build3
libsmartcols1:amd64	2.39.3-9ubuntu6.5
libsmbclient0:amd64	2:4.19.5+dfsg-4ubuntu9.4
libsnapd-glib-2-1:amd64	1.64-0ubuntu5
libsnappy1v5:amd64	1.1.10-1build1
libsndfile1:amd64	1.2.2-1ubuntu5.24.04.1
libsndio7.0:amd64	1.9.0-0.3build3
libsnmp-base	5.9.4+dfsg-1.1ubuntu3.2
libsnmp40t64:amd64	5.9.4+dfsg-1.1ubuntu3.2
libsodium23:amd64	1.0.18-1ubuntu0.24.04.1
libsonic0:amd64	0.2.0-13build1
libsord-0-0:amd64	0.16.16-2build1
libsoundtouch1:amd64	2.3.2+ds1-1build1
libsoup-2.4-1:amd64	2.74.3-6ubuntu1.6
libsoup-3.0-0:amd64	3.4.4-5ubuntu0.7
libsoup-3.0-common	3.4.4-5ubuntu0.7
libsoup-gnome-2.4-1:amd64	2.74.3-6ubuntu1.6
libsoup2.4-common	2.74.3-6ubuntu1.6
libsource-highlight-common	3.1.9-4.3build1
libsource-highlight4t64:amd64	3.1.9-4.3build1
libsoxr0:amd64	0.1.3-4build3
libspa-0.2-bluetooth:amd64	1.0.5-1ubuntu3.2
libspa-0.2-modules:amd64	1.0.5-1ubuntu3.2
libspandsp2t64:amd64	0.0.6+dfsg-2.1build1
libspectre1:amd64	0.2.12-1build2
libspeechd2:amd64	0.12.0~rc2-2build3
libspeex1:amd64	1.2.1-2ubuntu2.24.04.1
libspeexdsp1:amd64	1.2.1-1ubuntu3
libsphinxbase3t64:amd64	0.8+5prealpha+1-17build2
libsqlite3-0:amd64	3.45.1-1ubuntu2.5
libsratom-0-0:amd64	0.6.16-1build1
libsrt1.5-gnutls:amd64	1.5.3-1build2
libsrtp2-1:amd64	2.5.0-3build1
libss2:amd64	1.47.0-2.4~exp1ubuntu4.1
libssh-4:amd64	0.10.6-2ubuntu0.4
libssh-gcrypt-4:amd64	0.10.6-2ubuntu0.4
libssh2-1t64:amd64	1.11.0-4.1build2
libssl-dev:amd64	3.0.13-0ubuntu3.7
libssl3t64:amd64	3.0.13-0ubuntu3.7
libstartup-notification0:amd64	0.12-6build3
libstdc++-13-dev:amd64	13.3.0-6ubuntu2~24.04.1
libstdc++6:amd64	14.2.0-4ubuntu2~24.04.1
libstemmer0d:amd64	2.2.0-4build1
libsubid4:amd64	1:4.13+dfsg1-4ubuntu3.2
libsuitesparseconfig7:amd64	1:7.6.1+dfsg-1build1
libsvtav1enc1d1:amd64	1.7.0+dfsg-2build1
libswresample4:amd64	7:6.1.1-3ubuntu5
libswscale7:amd64	7:6.1.1-3ubuntu5
libsystemd-shared:amd64	255.4-1ubuntu8.14
libsystemd0:amd64	255.4-1ubuntu8.14
libtag1v5-vanilla:amd64	1.13.1-1build1
libtag1v5:amd64	1.13.1-1build1
libtagc0:amd64	1.13.1-1build1
libtalloc2:amd64	2.4.2-1build2
libtasn1-6:amd64	4.19.0-3ubuntu0.24.04.2
libtcl8.6:amd64	8.6.14+dfsg-1build1
libtcmalloc-minimal4t64:amd64	2.15-3build1
libtdb1:amd64	1.4.10-1build1
libteamdctl0:amd64	1.31-1build3
libtevent0t64:amd64	0.16.1-2build1
libtext-charwidth-perl:amd64	0.04-11build3
libtext-csv-perl	2.04-1
libtext-csv-xs-perl:amd64	1.53-1build3
libtext-iconv-perl:amd64	1.7-8build3
libtext-wrapi18n-perl	0.06-10
libtgl-0.0.0.20160623-0t64:amd64	2.0.1+git20160323.ffb04cac-3.1ubuntu4
libthai-data	0.1.29-2build1
libthai0:amd64	0.1.29-2build1
libtheora0:amd64	1.1.1+dfsg.1-16.1build3
libthunarx-3-0:amd64	4.18.8+mint1
libtie-ixhash-perl	1.23-4
libtiff-dev:amd64	4.5.1+git230720-4ubuntu2.5
libtiff6:amd64	4.5.1+git230720-4ubuntu2.5
libtiffxx6:amd64	4.5.1+git230720-4ubuntu2.5
libtimedate-perl	2.3300-2
libtimezonemap-data	0.4.6-6ubuntu1
libtimezonemap1:amd64	0.4.6-6ubuntu1
libtinfo6:amd64	6.4+20240113-1ubuntu2
libtirpc-common	1.3.4+ds-1.1build1
libtirpc3t64:amd64	1.3.4+ds-1.1build1
libtotem-plparser-common	3.26.6-1build5
libtotem-plparser18:amd64	3.26.6-1build5
libtraceevent1:amd64	1:1.8.2-1ubuntu2.1
libtry-tiny-perl	0.31-2
libts0t64:amd64	1.22-1.1build1
libtsan2:amd64	14.2.0-4ubuntu2~24.04.1
libtspi1	0.3.15-0.3build2
libtss2-esys-3.0.2-0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-mu-4.0.1-0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-sys1t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-cmd0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-device0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-mssim0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-swtpm0t64:amd64	4.0.1-7.1ubuntu5.1
libtumbler-1-0t64:amd64	4.18.1-1.1build4
libtwolame0:amd64	0.4.0-2build3
libubsan1:amd64	14.2.0-4ubuntu2~24.04.1
libuchardet0:amd64	0.0.8-1build1
libudev1:amd64	255.4-1ubuntu8.14
libudfread0:amd64	1.1.2-1build1
libudisks2-0:amd64	2.10.1-6ubuntu1.3
libunibreak5:amd64	5.1-2build1
libunistring5:amd64	1.1-2build1.1
libuno-cppu3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-cppuhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-purpenvhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-sal3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-salhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libunshield0:amd64	1.5.1-1
libunwind8:amd64	1.6.2-3build1.1
libupower-glib3:amd64	1.90.3-1
liburcu8t64:amd64	0.14.0-3.1build1
liburi-perl	5.27-1
liburing2:amd64	2.5-1build1
libusb-1.0-0:amd64	2:1.0.27-1
libusbmuxd6:amd64	2.0.2-4build3
libutempter0:amd64	1.2.1-3build1
libuuid1:amd64	2.39.3-9ubuntu6.5
libuv1-dev:amd64	1.48.0-1.1build1
libuv1t64:amd64	1.48.0-1.1build1
libv4l-0t64:amd64	1.26.1-4build3
libv4l-dev:amd64	1.26.1-4build3
libv4l2rds0t64:amd64	1.26.1-4build3
libv4lconvert0t64:amd64	1.26.1-4build3
libva-drm2:amd64	2.20.0-2ubuntu0.1
libva-wayland2:amd64	2.20.0-2ubuntu0.1
libva-x11-2:amd64	2.20.0-2ubuntu0.1
libva2:amd64	2.20.0-2ubuntu0.1
libvdpau1:amd64	1.5-2build1
libvidstab1.1:amd64	1.1.0-2build1
libvisio-0.1-1:amd64	0.1.7-1build9
libvisual-0.4-0:amd64	0.4.2-2build1
libvisual-0.4-plugins:amd64	1:0.4.2+dfsg-2build3
libvo-aacenc0:amd64	0.1.3-2build1
libvo-amrwbenc0:amd64	0.1.3-2build1
libvoikko1:amd64	4.3.2-1build1
libvolume-key1:amd64	0.3.12-7build2
libvorbis0a:amd64	1.3.7-1build3
libvorbisenc2:amd64	1.3.7-1build3
libvorbisfile3:amd64	1.3.7-1build3
libvpl2	2023.3.0-1build1
libvpx9:amd64	1.14.0-1ubuntu2.3
libvte-2.91-0:amd64	0.76.0-1ubuntu0.1
libvte-2.91-common	0.76.0-1ubuntu0.1
libvulkan-dev:amd64	1.3.275.0-1build1
libvulkan1:amd64	1.3.275.0-1build1
libwacom-bin	2.10.0-2
libwacom-common	2.10.0-2
libwacom9:amd64	2.10.0-2
libwavpack1:amd64	5.6.0-1build1
libwayland-client0:amd64	1.22.0-2.1build1
libwayland-cursor0:amd64	1.22.0-2.1build1
libwayland-egl1:amd64	1.22.0-2.1build1
libwayland-server0:amd64	1.22.0-2.1build1
libwbclient0:amd64	2:4.19.5+dfsg-4ubuntu9.4
libwebcam0:amd64	0.2.5-4build1
libwebkit2gtk-4.1-0:amd64	2.50.4-0ubuntu0.24.04.1
libwebp-dev:amd64	1.3.2-0.4build3
libwebp7:amd64	1.3.2-0.4build3
libwebpdecoder3:amd64	1.3.2-0.4build3
libwebpdemux2:amd64	1.3.2-0.4build3
libwebpmux3:amd64	1.3.2-0.4build3
libwebrtc-audio-processing1:amd64	0.3.1-0ubuntu6
libwildmidi2:amd64	0.4.3-1build3
libwireplumber-0.4-0:amd64	0.4.17-1ubuntu4.1
libwmf-0.2-7-gtk:amd64	0.2.13-1.1build3
libwmf-0.2-7:amd64	0.2.13-1.1build3
libwmf0.2-7-gtk:amd64	0.2.13-1.1build3
libwmflite-0.2-7:amd64	0.2.13-1.1build3
libwnck-3-0:amd64	43.0-3build4
libwnck-3-common	43.0-3build4
libwoff1:amd64	1.0.2-2build1
libwpd-0.10-10:amd64	0.10.3-2build2
libwpg-0.3-3:amd64	0.3.4-3build1
libwps-0.4-4:amd64	0.4.14-2build1
libwrap0:amd64	7.6.q-33
libwww-perl	6.76-1
libwww-robotrules-perl	6.02-1
libx11-6:amd64	2:1.8.7-1build1
libx11-data	2:1.8.7-1build1
libx11-dev:amd64	2:1.8.7-1build1
libx11-protocol-perl	0.56-9
libx11-xcb1:amd64	2:1.8.7-1build1
libx264-164:amd64	2:0.164.3108+git31e19f9-1
libx265-199:amd64	3.5-2build1
libxapian30:amd64	1.4.22-1build1
libxapp1:amd64	3.2.2+zena
libxatracker2:amd64	25.1.7-1ubuntu2~24.04.1
libxau-dev:amd64	1:1.0.9-1build6
libxau6:amd64	1:1.0.9-1build6
libxaw7:amd64	2:1.0.14-1build2
libxcb-cursor0:amd64	0.1.4-1build1
libxcb-damage0:amd64	1.15-1ubuntu2
libxcb-dri2-0:amd64	1.15-1ubuntu2
libxcb-dri3-0:amd64	1.15-1ubuntu2
libxcb-glx0:amd64	1.15-1ubuntu2
libxcb-icccm4:amd64	0.4.1-1.1build3
libxcb-image0:amd64	0.4.0-2build1
libxcb-keysyms1:amd64	0.4.0-1build4
libxcb-present0:amd64	1.15-1ubuntu2
libxcb-randr0:amd64	1.15-1ubuntu2
libxcb-record0:amd64	1.15-1ubuntu2
libxcb-render-util0:amd64	0.3.9-1build4
libxcb-render0:amd64	1.15-1ubuntu2
libxcb-res0:amd64	1.15-1ubuntu2
libxcb-shape0:amd64	1.15-1ubuntu2
libxcb-shm0:amd64	1.15-1ubuntu2
libxcb-sync1:amd64	1.15-1ubuntu2
libxcb-util1:amd64	0.4.0-1build3
libxcb-xfixes0:amd64	1.15-1ubuntu2
libxcb-xinerama0:amd64	1.15-1ubuntu2
libxcb-xinput0:amd64	1.15-1ubuntu2
libxcb-xkb1:amd64	1.15-1ubuntu2
libxcb-xv0:amd64	1.15-1ubuntu2
libxcb1-dev:amd64	1.15-1ubuntu2
libxcb1:amd64	1.15-1ubuntu2
libxcomposite1:amd64	1:0.4.5-1build3
libxcursor1:amd64	1:1.2.1-1build1
libxcvt0:amd64	0.1.2-1build1
libxdamage1:amd64	1:1.1.6-1build1
libxdmcp-dev:amd64	1:1.1.3-0ubuntu6
libxdmcp6:amd64	1:1.1.3-0ubuntu6
libxext6:amd64	2:1.3.4-1build2
libxfce4panel-2.0-4	4.18.4-1ubuntu0.1
libxfce4ui-2-0:amd64	4.18.4-1build4
libxfce4ui-common	4.18.4-1build4
libxfce4util-bin	4.18.1-2build3
libxfce4util-common	4.18.1-2build3
libxfce4util7:amd64	4.18.1-2build3
libxfconf-0-3:amd64	4.18.1-1build3
libxfixes3:amd64	1:6.0.0-2build1
libxfont2:amd64	1:2.0.6-1build1
libxft2:amd64	2.3.6-1build1
libxi6:amd64	2:1.8.1-1build1
libxinerama1:amd64	2:1.1.4-3build1
libxkbcommon-dev:amd64	1.6.0-1build1
libxkbcommon-x11-0:amd64	1.6.0-1build1
libxkbcommon0:amd64	1.6.0-1build1
libxkbfile1:amd64	1:1.1.0-1build4
libxkbregistry0:amd64	1.6.0-1build1
libxklavier16:amd64	5.4-5build2
libxml-namespacesupport-perl	1.12-2
libxml-parser-perl	2.47-1build3
libxml-sax-base-perl	1.09-3
libxml-sax-expat-perl	0.51-2
libxml-sax-perl	1.02+dfsg-3
libxml-twig-perl	1:3.52-2
libxml-xpathengine-perl	0.14-2
libxml2:amd64	2.9.14+dfsg-1.3ubuntu3.7
libxmlb2:amd64	0.3.18-1
libxmlsec1t64-nss:amd64	1.2.39-5build2
libxmlsec1t64:amd64	1.2.39-5build2
libxmu6:amd64	2:1.1.3-3build2
libxmuu1:amd64	2:1.1.3-3build2
libxpm4:amd64	1:3.5.17-1build2
libxpresent1:amd64	1.0.0-2build2
libxrandr2:amd64	2:1.5.2-2build1
libxreaderdocument3	4.6.3+zena
libxreaderview3	4.6.3+zena
libxrender1:amd64	1:0.9.10-1.1build1
libxres1:amd64	2:1.2.1-1build1
libxshmfence1:amd64	1.3-1build5
libxslt1.1:amd64	1.1.39-0exp1ubuntu0.24.04.3
libxss1:amd64	1:1.2.3-1build3
libxt6t64:amd64	1:1.2.1-1.2build1
libxtables12:amd64	1.8.10-3ubuntu2
libxtst6:amd64	2:1.2.3-1.1build1
libxv1:amd64	2:1.0.11-1.1build1
libxvidcore4:amd64	2:1.3.7-1build1
libxvmc1:amd64	2:1.0.12-2build3
libxxf86dga1:amd64	2:1.1.5-1build1
libxxf86vm1:amd64	1:1.1.4-1build4
libxxhash0:amd64	0.8.2-2build1
libyajl2:amd64	2.1.0-5build1
libyaml-0-2:amd64	0.2.5-1build1
libyelp0:amd64	42.2-1ubuntu0.24.04.1
libzbar0t64:amd64	0.23.93-4build3
libzimg2:amd64	3.0.5+ds1-1build1
libzip4t64:amd64	1.7.3-1.1ubuntu2
libzix-0-0:amd64	0.4.2-2build1
libzmq5:amd64	4.3.5-1build2
libzstd-dev:amd64	1.5.5+dfsg2-2build1.1
libzstd1:amd64	1.5.5+dfsg2-2build1.1
libzvbi-common	0.2.42-2
libzvbi0t64:amd64	0.2.42-2
libzxing3:amd64	2.2.1-3
light-locker	1.8.0-3ubuntu3
light-locker-settings	1.5.0-0ubuntu4
lightdm	1.30.0-0ubuntu14
lightdm-settings	2.1.1
linux-base	4.5ubuntu9+24.04.2
linux-firmware	20240318.git3b128b60-0ubuntu2.25
linux-generic	6.8.0-106.106
linux-headers-6.8.0-100	6.8.0-100.100
linux-headers-6.8.0-100-generic	6.8.0-100.100
linux-headers-6.8.0-101	6.8.0-101.101
linux-headers-6.8.0-101-generic	6.8.0-101.101
linux-headers-6.8.0-106	6.8.0-106.106
linux-headers-6.8.0-106-generic	6.8.0-106.106
linux-headers-6.8.0-51	6.8.0-51.52
linux-headers-6.8.0-51-generic	6.8.0-51.52
linux-headers-6.8.0-59	6.8.0-59.61
linux-headers-6.8.0-59-generic	6.8.0-59.61
linux-headers-6.8.0-60	6.8.0-60.63
linux-headers-6.8.0-60-generic	6.8.0-60.63
linux-headers-generic	6.8.0-106.106
linux-image-6.8.0-100-generic	6.8.0-100.100
linux-image-6.8.0-101-generic	6.8.0-101.101
linux-image-6.8.0-106-generic	6.8.0-106.106
linux-image-6.8.0-51-generic	6.8.0-51.52
linux-image-6.8.0-59-generic	6.8.0-59.61
linux-image-6.8.0-60-generic	6.8.0-60.63
linux-image-generic	6.8.0-106.106
linux-libc-dev:amd64	6.8.0-106.106
linux-modules-6.8.0-100-generic	6.8.0-100.100
linux-modules-6.8.0-101-generic	6.8.0-101.101
linux-modules-6.8.0-106-generic	6.8.0-106.106
linux-modules-6.8.0-51-generic	6.8.0-51.52
linux-modules-6.8.0-59-generic	6.8.0-59.61
linux-modules-6.8.0-60-generic	6.8.0-60.63
linux-modules-extra-6.8.0-100-generic	6.8.0-100.100
linux-modules-extra-6.8.0-101-generic	6.8.0-101.101
linux-modules-extra-6.8.0-106-generic	6.8.0-106.106
linux-modules-extra-6.8.0-51-generic	6.8.0-51.52
linux-modules-extra-6.8.0-59-generic	6.8.0-59.61
linux-modules-extra-6.8.0-60-generic	6.8.0-60.63
linux-sound-base	1.0.25+dfsg-0ubuntu7
linux-tools-6.8.0-100	6.8.0-100.100
linux-tools-6.8.0-100-generic	6.8.0-100.100
linux-tools-6.8.0-101	6.8.0-101.101
linux-tools-6.8.0-101-generic	6.8.0-101.101
linux-tools-6.8.0-106	6.8.0-106.106
linux-tools-6.8.0-106-generic	6.8.0-106.106
linux-tools-6.8.0-59	6.8.0-59.61
linux-tools-6.8.0-59-generic	6.8.0-59.61
linux-tools-6.8.0-60	6.8.0-60.63
linux-tools-6.8.0-60-generic	6.8.0-60.63
linux-tools-common	6.8.0-106.106
linuxmint-keyring	2022.06.21
lm-sensors	1:3.6.0-9build1
localechooser-data	2.89ubuntu6
locales	2.39-0ubuntu8.7
login	1:4.13+dfsg1-4ubuntu3.2
logrotate	3.21.0-2build1
logsave	1.47.0-2.4~exp1ubuntu4.1
lp-solve	5.5.2.5-2ubuntu0.1
lsb-release	12.0-2
lshw	02.19.git.2021.06.19.996aaad9c7-2build3
lsof	4.95.0-1build3
lto-disabled-list	47
ltrace	0.7.3-6.4ubuntu3
lvm2	2.03.16-3ubuntu3.2
mailcap	3.70+nmu1ubuntu1
make	4.3-4.1build2
man-db	2.12.0-4build2
manpages	6.7-2
masscan	2:1.3.2+ds1-1
mawk	1.3.4.20240123-1build1
mdadm	4.3-1ubuntu2.1
media-player-info	24-3
media-types	10.1.0
menulibre	2.4.0-0ubuntu1
mesa-libgallium:amd64	25.2.8-0ubuntu0.24.04.1
mesa-utils	9.0.0-2
mesa-utils-bin:amd64	9.0.0-2
mesa-va-drivers:amd64	25.2.8-0ubuntu0.24.04.1
mesa-vdpau-drivers:amd64	25.2.8-0ubuntu0.24.04.1
mesa-vulkan-drivers:amd64	25.2.8-0ubuntu0.24.04.1
metacity	1:3.52.0-1build1
metacity-common	1:3.52.0-1build1
mint-artwork	1.9.3
